strategy_cum_return,benchmark_cum_return,cum_excess_return,alpha_annualized,beta,sharpe_annualized,volatility_annualized,max_drawdown
0.019783177354427695,-0.0011056248574035088,0.0234033571896215,0.18920885829995493,1.1480793510529406,0.5529970278354499,0.46404208420259596,-0.10442787050454849
